movieID,genre
899,4
899,17
899,6
900,17
900,6
901,4
901,17
902,7
902,6
903,7
903,12
903,6
903,10
904,12
904,10
905,4
905,6
906,7
906,10
907,4
907,17
907,6
908,1
908,12
908,10
909,4
909,7
909,6
910,4
910,9
911,4
911,9
911,12
911,6
911,10
912,7
912,6
913,18
913,12
914,4
914,7
914,17
914,6
915,4
915,6
916,4
916,6
917,3
917,7
918,17
919,1
919,3
919,5
919,17
920,7
920,6
920,16
921,4
922,7
922,18
922,6
923,7
923,12
924,1
924,13
925,1
925,6
926,7
927,4
928,7
928,12
928,6
928,10
929,7
929,18
929,12
929,10
930,18
930,6
930,10
931,12
931,6
931,10
932,6
933,9
933,12
933,6
933,10
934,4
935,4
935,17
936,4
936,6
937,4
937,6
938,17
939,4
939,7
940,8
940,1
940,6
941,1
942,9
942,18
942,12
943,7
943,5
943,6
944,7
945,4
945,17
945,6
946,4
946,7
946,16
947,4
948,7
949,7
950,4
950,12
951,4
951,6
952,1
952,4
953,7
953,5
953,6
954,7
955,4
956,7
956,6
957,7
958,4
958,12
959,7
960,9
960,7
961,7
963,17
964,6
964,19
965,7
965,12
965,10
966,16
967,19
968,11
968,13
968,10
969,1
969,4
969,6
969,16
970,1
970,4
970,9
970,7
970,6
971,7
972,7
973,4
973,7
974,7
974,6
976,6
976,16
980,8
981,7
982,7
983,6
984,4
984,7
985,15
986,1
986,3
987,7
987,6
988,4
988,7
989,7
990,8
990,1
990,10
991,7
992,10
993,7
994,4
994,7
996,8
996,9
996,7
996,10
997,7
997,10
998,8
998,9
999,9
999,18
1000,9
1001,4
1002,4
1003,7
1003,10
1004,8
1004,10
1005,3
1005,4
1006,7
1007,3
1007,4
1007,19
1008,1
1008,19
1009,1
1009,3
1009,5
1010,3
1010,4
1011,1
1011,3
1011,4
1012,3
1012,7
1013,3
1013,4
1013,6
1014,3
1014,4
1014,7
1015,1
1015,3
1015,7
1016,3
1016,4
1017,1
1017,3
1018,3
1018,4
1018,12
1019,1
1019,3
1019,5
1019,13
1020,4
1021,3
1021,4
1022,2
1022,3
1022,5
1022,17
1022,6
1023,2
1023,3
1023,17
1024,2
1024,3
1024,17
1025,2
1025,3
1025,5
1025,17
1026,3
1026,7
1027,1
1027,7
1028,3
1028,4
1028,5
1028,17
1029,2
1029,3
1029,7
1029,17
1030,1
1030,2
1030,3
1030,17
1031,1
1031,3
1031,17
1032,1
1032,2
1032,3
1032,17
1033,2
1033,3
1033,7
1034,4
1034,9
1034,7
1034,10
1035,17
1035,6
1036,8
1036,9
1036,10
1037,8
1037,11
1037,13
1037,10
1038,7
1039,15
1040,7
1041,7
1042,4
1042,7
1043,7
1043,6
1044,7
1045,4
1045,7
1046,7
1046,6
1047,8
1047,7
1047,10
1049,8
1049,1
1050,15
1050,7
1051,7
1053,9
1053,7
1053,6
1054,7
1055,10
1056,7
1057,4
1057,17
1057,6
1058,7
1059,7
1059,6
1060,4
1060,7
1061,10
1062,7
1063,7
1064,2
1064,3
1064,4
1066,4
1066,17
1066,6
1067,4
1067,17
1067,6
1068,9
1068,18
1069,18
1069,10
1070,1
1071,6
1071,16
1073,3
1073,4
1073,5
1073,17
1076,7
1076,11
1076,10
1077,4
1077,13
1078,4
1078,16
1079,4
1079,9
1080,1
1080,4
1081,4
1081,17
1081,6
1082,7
1083,4
1083,17
1084,9
1084,7
1085,1
1085,7
1086,12
1086,10
1087,17
1088,7
1088,17
1088,6
1089,9
1089,7
1089,10
1090,7
1090,16
1091,4
1092,12
1092,10
1093,7
1093,17
1094,7
1094,6
1094,16
1095,7
1096,7
1097,3
1097,7
1097,13
1098,4
1099,7
1100,8
1100,7
1100,6
1101,8
1101,6
1102,8
1103,7
1104,7
1105,11
1107,4
1111,15
1112,8
1112,4
1112,7
1113,4
1114,9
1114,7
1115,4
1115,7
1116,7
1117,7
1119,7
1120,4
1120,7
1121,7
1123,15
1124,7
1125,4
1125,9
1126,4
1126,5
1127,8
1127,1
1127,13
1127,10
1128,11
1129,8
1129,1
1129,13
1129,10
1130,11
1130,12
1131,7
1132,7
1133,4
1133,7
1135,4
1136,4
1137,6
1138,7
1139,7
1140,7
1142,7
1143,4
1144,15
1146,4
1146,7
1147,15
1148,2
1148,3
1148,4
1148,9
1149,15
1149,7
1150,7
1151,2
1151,4
1151,10
1152,9
1152,18
1152,10
1153,18
1154,18
1156,7
1157,7
1161,7
1161,16
1162,4
1162,7
1163,7
1164,7
1167,4
1168,8
1168,1
1168,11
1169,15
1170,8
1171,4
1172,4
1172,7
1172,6
1173,7
1174,4
1175,4
1175,7
1175,6
1176,7
1176,5
1176,6
1177,7
1177,6
1178,7
1178,16
1179,9
1179,7
1179,18
1180,4
1183,7
1183,6
1183,16
1184,4
1184,7
1184,16
1185,7
1186,7
1187,7
1188,4
1188,6
1189,15
1190,9
1190,7
1190,6
1191,15
1191,17
1192,15
1193,4
1193,7
1194,4
1196,8
1196,1
1196,13
1197,8
1197,1
1197,4
1197,5
1197,6
1198,8
1198,1
1199,4
1199,5
1199,6
1199,13
1200,8
1200,11
1200,13
1200,10
1201,8
1201,1
1201,19
1202,4
1203,7
1204,1
1204,7
1204,16
1206,9
1206,7
1206,13
1206,10
1207,7
1208,8
1208,7
1208,16
1209,8
1209,7
1209,19
1210,8
1210,1
1210,13
1211,4
1211,7
1211,5
1211,6
1212,18
1212,12
1212,10
1213,9
1213,7
1214,8
1214,11
1214,13
1214,10
1215,8
1215,1
1215,4
1215,5
1215,11
1216,1
1216,7
1216,6
1217,7
1217,16
1218,8
1218,9
1218,7
1218,10
1219,11
1219,10
1220,8
1220,1
1220,4
1220,17
1221,9
1221,7
1222,7
1222,16
1223,1
1223,2
1223,3
1223,4
1223,13
1224,7
1224,16
1225,7
1226,4
1226,6
1227,9
1227,7
1227,10
1228,7
1230,4
1230,6
1231,7
1232,7
1232,12
1232,13
1233,8
1233,7
1233,16
1234,4
1234,9
1235,4
1235,7
1235,6
1236,4
1236,7
1236,6
1237,7
1237,5
1238,4
1240,8
1240,13
1240,10
1241,4
1241,5
1241,11
1242,8
1242,7
1242,16
1243,4
1243,7
1244,4
1244,7
1244,6
1245,9
1245,7
1245,18
1245,10
1246,7
1247,4
1247,7
1247,6
1248,9
1248,18
1248,10
1249,8
1249,9
1249,6
1249,10
1250,1
1250,7
1250,16
1251,7
1251,5
1252,9
1252,18
1252,12
1252,10
1253,7
1253,13
1253,10
1254,8
1254,1
1254,7
1254,19
1255,4
1255,11
1255,13
1256,4
1256,17
1257,4
1257,6
1258,11
1258,10
1259,1
1259,4
1259,7
1260,9
1260,18
1260,10
1261,8
1261,4
1261,5
1261,11
1262,8
1262,1
1262,7
1262,16
1263,7
1263,16
1264,8
1264,7
1264,12
1264,6
1264,10
1265,4
1265,5
1265,6
1266,7
1266,19
1267,9
1267,10
1267,16
1268,4
1268,7
1269,4
1269,12
1269,10
1270,1
1270,4
1270,13
1271,7
1272,7
1272,16
1273,4
1273,7
1274,8
1274,1
1274,2
1274,13
1275,8
1275,1
1275,5
1276,7
1277,8
1277,7
1277,6
1278,8
1278,4
1278,11
1279,4
1279,7
1280,7
1281,4
1281,7
1281,16
1282,2
1282,3
1282,5
1282,17
1283,19
1284,9
1284,18
1284,12
1285,4
1286,7
1286,6
1287,8
1287,1
1287,7
1287,6
1288,4
1288,17
1289,15
1290,7
1290,6
1291,8
1291,1
1292,4
1292,7
1293,7
1295,7
1296,4
1296,7
1296,6
1297,4
1298,7
1298,17
1298,16
1299,7
1299,16
1300,4
1300,7
1301,7
1301,13
1302,7
1303,1
1303,7
1304,8
1304,4
1304,19
1305,7
1305,6
1306,1
1306,7
1306,13
1307,4
1307,6
1310,15
1311,4
1312,7
1313,9
1314,6
1317,4
1318,4
1318,7
1320,8
1320,11
1320,13
1320,10
1321,4
1321,11
1321,10
1322,11
1323,11
1324,11
1325,11
1326,11
1327,11
1328,11
1329,11
1330,11
1331,11
1332,11
1332,10
1333,11
1334,11
1334,13
1335,8
1335,11
1336,11
1336,10
1337,7
1337,11
1337,10
1339,5
1339,11
1339,6
1339,10
1340,7
1340,11
1340,13
1341,11
1342,11
1342,10
1343,10
1344,10
1345,7
1345,5
1345,11
1345,10
1346,11
1347,11
1347,10
1348,11
1349,11
1350,7
1350,11
1351,9
1351,7
1351,10
1352,9
1352,10
1353,4
1353,7
1353,6
1354,7
1354,12
1355,11
1355,10
1356,8
1356,1
1356,13
1356,10
1357,7
1357,6
1358,7
1358,10
1359,1
1359,3
1359,4
1361,15
1363,7
1364,7
1365,7
1366,7
1367,1
1367,3
1367,4
1369,7
1369,10
1370,8
1370,1
1370,10
1371,1
1371,13
1372,8
1372,12
1372,13
1373,8
1373,13
1374,8
1374,1
1374,13
1374,10
1375,8
1375,1
1375,13
1376,1
1376,4
1376,13
1377,8
1377,9
1377,5
1377,12
1377,6
1377,10
1378,8
1378,4
1378,19
1379,8
1379,19
1380,4
1380,17
1380,6
1381,4
1381,17
1381,6
1382,8
1382,7
1383,8
1383,13
1384,7
1385,8
1385,7
1385,10
1386,19
1387,8
1387,11
1388,8
1388,11
1388,10
1389,8
1389,11
1390,4
1391,8
1391,4
1391,13
1392,4
1392,7
1393,7
1393,6
1394,4
1395,4
1395,7
1396,8
1396,9
1396,7
1396,13
1397,7
1398,6
1398,16
1399,7
1401,7
1404,9
1404,7
1405,1
1405,2
1405,4
1405,9
1406,7
1407,4
1407,11
1407,10
1408,8
1408,6
1408,16
1408,19
1409,4
1409,7
1409,5
1409,6
1410,4
1410,7
1411,9
1411,7
1411,6
1412,7
1413,7
1414,4
1415,9
1415,7
1415,6
1416,7
1416,17
1417,7
1419,7
1420,15
1421,15
1422,9
1422,7
1422,12
1422,10
1423,7
1425,4
1426,3
1427,8
1427,10
1428,7
1429,8
1429,1
1429,4
1429,10
1430,4
1430,10
1431,8
1431,4
1432,8
1432,4
1432,9
1432,7
1432,10
1433,4
1433,11
1434,8
1437,7
1438,8
1438,10
1439,4
1440,4
1441,4
1441,6
1442,7
1444,4
1445,4
1445,16
1446,4
1446,7
1447,9
1449,4
1450,16
1453,4
1453,6
1454,4
1454,7
1455,4
1455,6
1456,4
1457,4
1457,7
1457,6
1458,7
1458,5
1458,6
1459,12
1459,10
1460,3
1460,4
1460,12
1461,4
1463,4
1463,6
1464,9
1464,7
1464,5
1464,18
1464,12
1464,6
1465,7
1466,9
1466,7
1468,4
1468,6
1471,7
1472,9
1472,10
1473,8
1473,4
1473,9
1473,7
1474,3
1474,4
1475,6
1476,4
1476,7
1477,6
1479,8
1479,6
1479,10
1480,7
1480,10
1482,4
1482,7
1483,7
1483,10
1484,4
1484,7
1484,12
1484,6
1485,4
1486,7
1487,7
1487,17
1488,8
1488,7
1488,10
1489,2
1489,3
1489,17
1490,4
1493,6
1495,8
1495,1
1495,3
1496,7
1496,6
1497,8
1498,7
1498,6
1499,8
1499,1
1499,10
1500,4
1500,9
1500,6
1500,10
1501,9
1502,7
1502,6
1503,4
1504,7
1507,7
1507,16
1508,7
1509,7
1510,7
1511,4
1511,6
1513,4
1514,6
1515,8
1515,7
1515,10
1516,4
1517,8
1517,1
1517,4
1518,8
1518,10
1519,7
1520,6
1522,7
1523,8
1523,9
1523,6
1525,8
1525,1
1525,3
1525,5
1526,4
1527,8
1527,1
1527,13
1528,4
1529,4
1529,7
1531,7
1532,4
1533,7
1534,7
1535,7
1535,6
1537,4
1538,1
1538,3
1539,4
1539,9
1541,4
1541,6
1542,4
1542,7
1542,6
1543,7
1544,8
1544,1
1544,11
1544,13
1544,10
1545,7
1546,4
1547,3
1547,7
1548,7
1549,7
1549,6
1550,4
1550,6
1551,1
1551,3
1551,7
1552,8
1552,1
1552,10
1554,7
1554,6
1555,7
1556,8
1556,6
1556,10
1558,4
1561,4
1562,8
1562,1
1562,5
1562,10
1563,7
1564,4
1564,7
1564,6
1565,4
1565,10
1566,1
1566,2
1566,3
1566,4
1566,17
1567,7
1568,9
1568,7
1568,12
1569,4
1569,6
1570,13
1571,4
1571,6
1572,7
1573,8
1573,9
1573,7
1573,10
1574,6
1575,7
1580,8
1580,4
1580,13
1581,4
1582,1
1582,3
1583,3
1583,5
1584,7
1584,13
1585,4
1586,8
1586,7
1587,8
1587,1
1588,3
1588,4
1589,8
1589,9
1589,7
1589,10
1590,11
1590,13
1590,10
1591,8
1591,1
1591,13
1591,10
1592,3
1592,4
1593,4
1593,6
1594,4
1594,7
1595,1
1595,3
1595,7
1596,7
1597,7
1597,12
1597,6
1597,10
1598,9
1598,7
1598,10
1599,8
1600,7
1600,6
1601,9
1601,7
1601,18
1602,4
1603,11
1603,13
1603,10
1604,8
1604,4
1605,1
1605,6
1606,8
1606,1
1608,8
1608,10
1609,7
1609,10
1610,8
1610,1
1610,10
1611,7
1612,4
1613,7
1614,4
1615,1
1615,7
1616,8
1616,10
1616,16
1617,9
1617,18
1617,12
1617,10
1619,7
1619,16
1620,9
1620,7
1620,12
1620,10
1621,7
1622,4
1622,7
1623,11
1624,7
1625,1
1625,12
1625,10
1626,8
1626,7
1626,10
1627,9
1627,7
1627,12
1628,7
1629,4
1629,6
1631,8
1631,10
1632,4
1632,6
1633,7
1635,7
1636,8
1636,10
1639,4
1639,7
1639,6
1640,4
1641,4
1641,7
1642,4
1642,7
1643,7
1643,6
1644,11
1644,12
1644,10
1645,7
1645,11
1645,10
1646,3
1646,4
1646,6
1646,13
1647,9
1647,7
1647,10
1648,4
1648,7
1649,15
1650,7
1651,7
1652,15
1653,7
1653,13
1653,10
1654,3
1654,7
1654,5
1655,7
1655,11
1655,10
1656,7
1656,6
1657,15
1658,6
1658,10
1659,7
1660,7
1661,9
1661,12
1661,10
1662,9
1663,4
1663,16
1665,4
1666,6
1667,8
1667,7
1668,7
1669,6
1670,7
1670,16
1671,9
1671,7
1671,10
1672,7
1673,7
1674,7
1674,6
1674,10
1675,9
1675,10
1676,8
1676,13
1676,16
1677,4
1678,7
1679,4
1680,7
1680,6
1681,8
1681,1
1681,5
1682,7
1682,5
1683,7
1683,6
1683,10
1684,7
1684,6
1685,7
1685,6
1686,9
1686,10
1687,8
1687,10
1688,2
1688,3
1688,17
1689,4
1689,9
1689,10
1690,8
1690,11
1690,13
1692,11
1692,13
1693,7
1694,7
1695,7
1696,7
1696,16
1698,4
1699,4
1699,7
1701,4
1701,7
1702,3
1702,4
1702,5
1703,4
1704,7
1704,6
1707,3
1707,4
1708,7
1709,10
1710,7
1711,4
1711,9
1711,7
1711,12
1713,3
1713,4
1714,6
1715,10
1716,7
1717,4
1717,11
1717,10
1719,7
1720,8
1720,1
1720,13
1721,7
1721,6
1722,8
1722,6
1722,10
1723,4
1723,7
1725,7
1726,7
1727,7
1727,6
1728,7
1729,9
1729,7
1729,10
1730,7
1731,4
1732,4
1732,9
