186,The Stars Fell on Henrietta,1995,28,18,USA
187,Strange Days,1995,60,70,USA
188,Les parapluies de Cherbourg,1964,97,86,France
189,The Tie That Binds,1995,11,34,USA
190,Three Wishes,1995,13,52,USA
191,Total Eclipse,1995,25,63,UK
192,Under Siege 2: Dark Territory,1995,34,47,USA
193,Unstrung Heroes,1995,76,54,USA
194,Unzipped,1995,76,67,USA
195,A Walk in the Clouds,1995,40,74,USA
196,Waterworld,1995,41,46,USA
197,White Man's Burden,1995,25,38,France
198,The Browning Version,1951,88,94,UK
199,Bushwhacked,1995,0,38,USA
200,Utomlyonnye solntsem,1994,76,93,Russia
201,Before the Rain,1994,83,93,Republic of Macedonia
202,Before Sunrise,1995,100,92,USA
203,Billy Madison,1995,42,79,USA
204,The Babysitters,2007,30,35,USA
205,Boys on the Side,1995,71,65,USA
206,The Cure,1995,40,79,USA
207,Castle Freak,1995,57,0,USA
208,Circle of Friends,1995,77,65,Ireland
209,Clerks.,1994,87,89,USA
210,Don Juan DeMarco,1994,72,70,USA
211,Disclosure,1994,60,41,USA
212,Tucker: The Man and His Dream,1988,85,58,USA
213,Drop Zone,1994,31,36,USA
214,Destiny Turns on the Radio,1995,13,27,USA
215,Death and the Maiden,1994,83,76,UK
216,Dolores Claiborne,1995,84,75,USA
217,Dumb & Dumber,1994,62,79,USA
218,Yin shi nan nu,1994,93,91,Taiwan
219,Exotica,1994,96,81,Canada
220,Exit to Eden,1994,6,27,USA
221,Ed Wood,1994,91,83,USA
222,French Kiss,1995,47,70,UK
223,Forget Paris,1995,51,51,USA
224,Far from Home: The Adventures of Yellow Dog,1995,50,0,USA
225,A Goofy Movie,1995,57,57,USA
226,Hideaway,1995,16,41,USA
227,Fluke,1995,33,70,USA
228,Farinelli,1994,66,81,Belgium
229,Flash Gordon,1980,81,64,USA
230,Gumby: The Movie,1995,0,0,USA
231,The Glass Shield,1994,61,41,France
232,Hoop Dreams,1994,97,92,USA
233,Heavenly Creatures,1994,95,82,New Zealand
234,Houseguest,1995,15,51,USA
235,Immortal Beloved,1994,56,87,UK
236,Heavy Weights,1995,20,0,USA
237,The Hunted,2003,30,51,USA
238,I.Q.,1994,42,46,USA
239,Interview with the Vampire: The Vampire Chronicles,1994,57,85,USA
240,Jefferson in Paris,1995,35,27,France
241,The Jerky Boys,1995,10,0,USA
242,Junior,1994,33,28,USA
243,Just Cause,1995,23,51,USA
244,A Kid in King Arthur's Court,1995,0,0,USA
245,Kiss of Death,1995,66,39,USA
246,Star Wars,1977,93,93,USA
247,Little Women,1994,0,0,USA
248,A Little Princess,1995,95,81,USA
249,Ladybird Ladybird,1994,66,87,UK
250,L'enfer,1994,100,67,France
251,Como agua para chocolate,1992,89,86,Mexico
252,Legends of the Fall,1994,0,0,USA
253,Major Payne,1995,30,69,USA
254,Little Odessa,1994,64,69,USA
255,Mi vida loca,1993,80,81,USA
256,Love Affair,1994,30,71,USA
257,Losing Isaiah,1995,42,76,USA
258,The Madness of King George,1994,92,76,UK
259,Frankenstein,1931,100,81,USA
260,Man of the House,2005,8,59,USA
261,Mixed Nuts,1994,7,46,USA
262,Milk Money,1994,4,40,USA
263,Miracle on 34th Street,1947,93,81,USA
264,Miami Rhapsody,1995,44,28,USA
265,My Family,1995,81,85,USA
266,Murder in the First,1995,50,78,France
267,Nobody's Fool,1986,0,43,USA
268,Nell,1994,51,63,USA
269,New Jersey Drive,1995,57,81,USA
270,Nyû Yôku no koppu,1993,0,0,Japan
271,Beyond Bedlam,1994,0,0,UK
272,Nemesis 2: Nebula,1995,0,0,USA
273,Nina Takes a Lover,1994,50,52,USA
274,Natural Born Killers,1994,51,80,USA
275,Only You,1994,50,69,USA
276,Once Were Warriors,1994,93,0,New Zealand
277,Poison Ivy II,1996,16,0,USA
278,Outbreak,1995,58,55,USA
279,Léon,1994,76,94,France
280,The Perez Family,1995,66,50,USA
281,A Pyromaniac's Love Story,1995,0,44,USA
282,Pulp Fiction,1994,94,95,USA
283,The Pink Panther 2,2009,12,48,USA
284,Tui shou,1992,100,0,Taiwan
285,Priest,1994,68,81,UK
286,Quiz Show,1994,96,79,USA
287,Picture Bride,1994,80,77,Japan
288,La reine Margot,1994,77,86,France
289,The Quick and the Dead,1995,56,56,USA
290,Roommates,1995,30,51,USA
291,Prêt-à-Porter,1994,28,26,USA
292,Trois couleurs: Rouge,1994,100,94,France
293,Trois couleurs: Bleu,1993,100,93,France
294,Trzy kolory: Bialy,1994,90,86,France
295,Pao Da Shuang Deng,1994,75,100,China
296,Rent-a-Kid,1995,0,0,USA
297,Stuart Saves His Family,1995,28,44,Germany
298,The Swan Princess,1994,44,66,USA
299,The Secret of Roan Inish,1994,97,86,USA
300,The Specialist,1994,4,34,Peru
301,Stargate,1994,45,75,France
302,Santa Claus,1985,17,66,UK
303,The Shawshank Redemption,1994,87,98,USA
304,Shallow Grave,1994,71,81,UK
305,Suture,1993,63,74,USA
306,Fresa y chocolate,1994,78,83,Cuba
307,Swimming with Sharks,1994,75,78,USA
308,The Sum of Us,1994,69,74,Australia
309,Senior Trip,1995,0,53,Canada
310,Huozhe,1994,85,95,China
311,Tank Girl,1995,42,61,USA
312,Tales from the Crypt: Demon Knight,1995,30,63,USA
313,Star Trek: Generations,1994,45,62,USA
314,Tales from the Hood,1995,33,58,USA
315,Tom & Viv,1994,36,59,UK
316,Village of the Damned,1995,30,36,USA
317,Tommy Boy,1995,44,89,USA
318,Vanya on 42nd Street,1994,87,73,USA
319,Underneath,1995,52,36,USA
320,Incubo sulla città contaminata,1980,50,0,Italy
321,What's Eating Gilbert Grape,1993,88,86,USA
322,Virtuosity,1995,34,37,USA
323,While You Were Sleeping,1995,85,75,USA
324,War,2007,0,0,USA
325,Double Happiness,1994,70,61,Canada
326,Muriel's Wedding,1994,90,78,Australia
327,The Baby-Sitters Club,1995,60,46,USA
328,Ace Ventura: Pet Detective,1994,48,57,USA
329,Backbeat,1994,73,67,UK
330,Bitter Moon,1992,65,79,France
331,Bullets Over Broadway,1994,96,79,USA
332,Clear and Present Danger,1994,78,69,USA
333,The Client,1994,80,67,USA
334,Crooklyn,1994,75,87,USA
335,The Crow,1994,82,87,USA
336,Cobb,1994,65,57,USA
337,The Flintstones,1994,20,35,USA
338,Forrest Gump,1994,69,93,USA
339,Four Weddings and a Funeral,1994,95,68,UK
340,Higher Learning,1995,50,77,USA
341,I Like It Like That,1994,77,85,USA
342,It Could Happen to You,1994,67,53,USA
343,The Jungle Book,1967,88,70,USA
344,Die Macht der Bilder: Leni Riefenstahl,1993,95,81,France
345,The Lion King,1994,91,89,USA
346,Little Buddha,1993,63,50,Italy
347,New Nightmare,1994,80,65,USA
348,The Mask,1994,75,66,USA
349,Maverick,1994,70,68,USA
350,Mrs. Parker and the Vicious Circle,1994,70,62,USA
351,Naked Gun 33 1/3: The Final Insult,1994,53,59,USA
352,The Paper,1994,87,54,USA
353,Reality Bites,1994,64,74,USA
354,Red Rock West,1993,94,0,USA
355,Ri¢hie Ri¢h,1994,25,38,USA
356,Safe Passage,1994,50,59,USA
357,The River Wild,1994,55,50,USA
358,Speed,1994,90,72,USA
359,Speechless,1994,12,34,USA
360,Timecop,1994,47,38,Canada
361,True Lies,1994,68,70,USA
362,When a Man Loves a Woman,1994,68,76,USA
363,Wolf,1994,60,43,USA
364,Wyatt Earp,1994,42,63,USA
365,Bad Company,2002,10,42,USA
366,A Man of No Importance,1994,83,62,Ireland
367,S.F.W.,1994,12,49,USA
368,A Low Down Dirty Shame,1994,0,58,USA
369,This Boy's Life,1993,76,76,USA
370,Le colonel Chabert,1994,83,59,France
371,Jason's Lyric,1994,71,87,USA
372,The Secret Adventures of Tom Thumb,1993,80,0,UK
373,Street Fighter,1994,12,25,USA
374,In Cold Blood,1967,88,83,USA
375,Desert Winds,1995,22,100,USA
376,Fall Time,1995,0,0,USA
377,Cape Fear,1991,76,74,USA
378,Frank and Ollie,1995,87,83,USA
379,Mirage,1965,66,0,USA
380,Open Season,2006,46,66,USA
381,Brother Minister: The Assassination of Malcolm X,1994,100,90,USA
382,Highlander III: The Sorcerer,1994,0,0,Canada
383,Federal Hill,1994,80,41,USA
384,In the Mouth of Madness,1995,48,73,USA
385,8 Seconds,1994,33,89,USA
386,Above the Rim,1994,55,84,USA
387,Addams Family Values,1993,74,57,USA
388,Airheads,1994,22,51,USA
389,The Air Up There,1994,23,33,USA
390,Another Stakeout,1993,14,31,USA
391,Bad Girls,1994,9,49,USA
392,Vicky Cristina Barcelona,2008,81,73,Spain
393,The Beverly Hillbillies,1993,25,40,USA
394,Beverly Hills Cop III,1994,10,50,USA
395,Black Beauty,1994,0,0,USA
396,Blown Away,1994,27,46,USA
397,Blue Chips,1994,38,50,USA
398,Blue Sky,1994,72,52,USA
399,Invasion of the Body Snatchers,1956,100,81,USA
400,Boxing Helena,1993,20,39,USA
401,A Bronx Tale,1993,96,89,USA
402,Cabin Boy,1994,43,36,USA
403,Calendar Girls,2003,73,59,UK
404,Carlito's Way,1993,81,88,USA
405,City Slickers II: The Legend of Curly's Gold,1994,19,34,USA
406,Clean Slate,1994,18,33,USA
407,Cliffhanger,1993,81,47,Italy
408,Coneheads,1993,33,37,USA
409,Color of Night,1994,30,40,USA
410,Cops and Robbersons,1994,15,26,USA
411,The Cowboy Way,1994,16,61,USA
412,Dave,1993,97,63,USA
413,Dazed and Confused,1993,97,89,USA
414,Demolition Man,1993,62,60,USA
415,The Endless Summer 2,1994,57,89,USA
416,Even Cowgirls Get the Blues,1993,23,31,USA
417,Fatal Instinct,1993,20,36,USA
418,Ba wang bie ji,1993,87,91,China
419,The Favor,1994,30,23,USA
420,Huo Yuan Jia,2006,0,0,China
421,Fear of a Black Hat,1994,84,81,USA
422,With Honors,1994,19,72,USA
423,Flesh and Bone,1993,69,40,USA
424,Widows' Peak,1994,100,46,UK
425,The Firm,1993,76,61,USA
426,Free Willy,1993,52,48,France
427,Fresh,1994,89,90,USA
428,The Fugitive,1993,94,82,USA
429,Geronimo: An American Legend,1993,52,53,USA
430,A Perfect Getaway,2009,61,50,USA
431,Getting Even with Dad,1994,8,29,USA
432,Go Fish,1994,76,54,USA
433,A Good Man in Africa,1994,12,34,South Africa
434,Guilty as Sin,1993,38,30,USA
435,Hard Target,1993,48,0,USA
436,Heaven & Earth,1993,47,71,France
437,Hot Shots! Part Deux,1993,60,61,USA
438,Live Nude Girls,1995,37,46,USA
439,The Englishman Who Went Up a Hill But Came Down a Mountain,1995,59,50,UK
440,The House of the Spirits,1993,42,74,Portugal
441,House Party 3,1994,0,0,USA
442,The Hudsucker Proxy,1994,57,80,UK
443,I'll Do Anything,1994,58,40,USA
444,In the Army Now,1994,0,47,USA
445,In the Line of Fire,1993,95,72,USA
446,In the Name of the Father,1993,94,92,Ireland
447,The Inkwell,1994,28,78,USA
448,What's Love Got to Do with It,1993,96,83,USA
449,Jimmy Hollywood,1994,15,24,USA
450,Judgment Night,1993,26,53,USA
451,Jurassic Park,1993,86,81,USA
452,Kalifornia,1993,66,63,USA
453,Killing Zoe,1993,40,65,France
454,King of the Hill,1993,96,77,USA
455,Lassie,1994,75,52,USA
456,Last Action Hero,1993,37,43,USA
457,Life with Mikey,1993,22,39,USA
458,Lightning Jack,1994,6,43,USA
459,M. Butterfly,1993,0,0,USA
460,Made in America,1993,28,38,France
461,Malice,1993,55,42,Canada
462,The Man Without a Face,1993,60,63,USA
463,Manhattan Murder Mystery,1993,90,81,USA
464,Menace II Society,1993,85,88,USA
465,Executive Decision,1996,64,51,USA
466,Ai no korîda,1976,82,67,Japan
467,What Happened Was...,1994,90,84,USA
468,Much Ado About Nothing,1993,90,82,UK
469,Mr. Jones,1993,46,45,USA
470,Mr. Wonderful,1993,55,46,USA
471,Mrs. Doubtfire,1993,64,73,USA
472,Naked,1993,90,92,UK
473,The Next Karate Kid,1994,5,0,USA
474,The New Age,1994,63,40,USA
475,No Escape,1994,53,43,USA
476,North,1994,11,32,USA
477,Orlando,1992,80,81,UK
478,A Perfect World,1993,81,77,USA
479,Philadelphia,1993,74,87,USA
480,The Piano,1993,88,86,Australia
481,Poetic Justice,1993,35,83,USA
482,The Program,1993,35,77,USA
483,The Puppet Masters,1994,27,38,USA
484,Radioland Murders,1994,20,52,USA
485,The Ref,1994,78,73,USA
486,The Remains of the Day,1993,97,86,UK
487,Renaissance Man,1994,16,54,USA
488,Rising Sun,1993,34,47,USA
489,The Road to Wellville,1994,43,39,USA
490,RoboCop 3,1993,3,21,USA
491,Robin Hood: Men in Tights,1993,45,79,France
492,Romeo Is Bleeding,1993,23,62,UK
493,Romper Stomper,1992,79,72,Australia
494,Ruby in Paradise,1993,93,77,USA
495,Rudy,1993,79,88,USA
496,The Saint of Fort Washington,1993,66,84,USA
497,Les nuits fauves,1992,0,0,France
498,Schindler's List,1993,96,96,USA
499,The Last Boy Scout,1991,43,66,USA
500,Searching for Bobby Fischer,1993,100,81,USA
501,Second Best,2004,37,37,USA
502,The Secret Garden,1993,94,72,USA
503,Serial Mom,1994,61,62,USA
504,Kagemusha,1980,84,91,Japan
505,Shadowlands,1993,96,85,UK
506,Short Cuts,1993,94,87,USA
507,A Simple Twist of Fate,1994,47,52,USA
508,Sairen,2006,0,0,Japan
509,Six Degrees of Separation,1993,90,67,USA
510,Sleepless in Seattle,1993,72,75,USA
511,Sliver,1993,12,34,USA
512,Blade Runner,1982,0,0,USA
513,Son in Law,1993,23,62,USA
514,So I Married an Axe Murderer,1993,50,66,USA
515,Striking Distance,1993,15,39,USA
516,Harem suaré,1999,100,0,Italy
517,Surviving the Game,1994,23,48,USA
518,Terminal Velocity,1994,15,25,USA
519,Thirty Two Short Films About Glenn Gould,1993,88,79,Portugal
520,Threesome,1994,26,52,USA
521,The Nightmare Before Christmas,1993,97,89,USA
522,The Three Musketeers,1993,29,67,Austria
523,Tombstone,1993,76,93,USA
524,True Romance,1993,90,90,USA
525,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,100,94,UK
526,The Pagemaster,1994,20,49,USA
527,2 Days in Paris,2007,84,71,France
528,Killer Movie,2008,0,0,USA
529,Welcome to the Dollhouse,1995,89,84,USA
530,Germinal,1993,90,71,Belgium
531,Chugyeogja,2008,81,88,South Korea
532,Cronos,1993,88,68,Mexico
533,Naked in New York,1993,54,34,USA
534,Kika,1993,61,0,Spain
535,Bhaji on the Beach,1993,87,60,UK
536,Little Big League,1994,33,50,USA
537,Kådisbellan,1993,88,59,Denmark
538,Wide-Eyed and Legless,1993,40,0,UK
539,Foreign Student,1994,33,0,Netherlands
540,Io speriamo che me la cavo,1992,57,71,Italy
541,Spanking the Monkey,1994,90,52,USA
542,The Little Rascals,1994,20,0,USA
543,Andre,1994,43,52,USA
544,La scorta,1993,57,59,Italy
545,Princess Caraboo,1994,57,43,UK
546,The Celluloid Closet,1995,95,87,France
547,Métisse,1993,66,0,France
548,Caro diario,1993,66,86,Italy
549,The Brady Bunch Movie,1995,60,38,USA
550,Home Alone,1990,46,74,USA
551,Ghost,1990,80,79,USA
552,Terminator 2: Judgment Day,1991,97,88,USA
553,Dances with Wolves,1990,76,84,USA
554,Batman,1966,81,51,USA
555,The Silence of the Lambs,1991,96,93,USA
556,Snow White and the Seven Dwarfs,1937,0,0,USA
557,Beauty and the Beast,1991,91,85,USA
558,Pinocchio,1940,100,66,USA
559,Pretty Woman,1990,61,68,USA
560,Okno v Parizh,1994,42,88,Russia
561,The Wild Bunch,1969,97,90,USA
562,Love and a .45,1994,83,0,USA
563,A Great Day in Harlem,1994,88,82,USA
564,Bye Bye Love,1995,19,49,USA
565,One Fine Day,1996,44,63,USA
566,Candyman: Farewell to the Flesh,1995,40,44,USA
567,Fargo,1996,93,91,USA
568,Homeward Bound II: Lost in San Francisco,1996,56,53,USA
569,Heavy Metal,1981,60,69,Canada
570,Hellraiser: Bloodline,1996,30,52,USA
571,The Pallbearer,1996,38,14,USA
572,Loaded,2008,0,0,USA
573,Pane e cioccolata,1973,100,0,Italy
574,The AristoCats,1970,65,71,USA
575,La flor de mi secreto,1995,82,75,Spain
576,Two Much,1995,14,33,Spain
577,Cerro Torre: Schrei aus Stein,1991,0,0,Germany
578,Ma saison préférée,1993,91,0,France
579,A Modern Affair,1995,0,38,USA
580,Asfour Stah,1990,0,0,Tunisia
581,A Thin Line Between Love and Hate,1996,12,73,USA
582,The Last Supper,1995,0,0,USA
583,Primal Fear,1996,73,85,USA
584,Rude Boy,1980,0,0,UK
585,Carried Away,1996,63,51,USA
586,All Dogs Go to Heaven 2,1996,0,48,USA
587,Land and Freedom,1995,80,93,UK
588,Denise Calls Up,1995,77,67,USA
589,Theodore Rex,1995,0,0,USA
590,A Family Thing,1996,72,61,USA
591,Nina Frisk,2007,0,0,Sweden
592,Sgt. Bilko,1996,33,46,USA
593,Jack & Sarah,1995,81,74,France
594,Girl 6,1996,34,0,USA
595,Diabolique,1996,12,35,USA
596,Un indien dans la ville,1994,12,34,France
597,Nelly & Monsieur Arnaud,1995,95,78,France
598,Courage Under Fire,1996,84,61,USA
599,Mission: Impossible III,2006,70,69,Germany
600,Cold Fever,1995,90,81,USA
601,Moll Flanders,1996,45,72,USA
602,DragonHeart,1996,50,63,USA
603,Mutters Courage,1995,0,0,Germany
604,48 Hrs.,1982,93,61,USA
605,Billy's Holiday,1995,0,0,Australia
606,Plein soleil,1960,100,89,France
607,August Rush,2007,36,84,USA
608,James and the Giant Peach,1996,92,55,UK
609,Fear,1996,39,66,USA
610,Kids in the Hall: Brain Candy,1996,39,72,Canada
611,Faithful,1996,7,47,USA
612,Underground,1995,83,96,France
613,Lust och fägring stor,1995,100,0,Sweden
614,Bloodsport 2,1996,0,0,USA
615,Pather Panchali,1955,96,95,India
616,Apur Sansar,1959,100,94,India
617,Mystery Science Theater 3000: The Movie,1996,72,86,USA
618,Space Jam,1996,36,52,USA
619,Barbarella,1968,74,55,France
620,Some Folks Call It a Sling Blade,1994,0,0,USA
621,The Run of the Country,1995,42,60,Ireland
622,Coup de torchon,1981,83,77,France
623,Tigrero: A Film That Was Never Made,1994,100,0,Brazil
624,L'oeil de Vichy,1993,100,0,France
625,It's My Party,1996,50,78,USA
626,Country Life,1994,66,44,Australia
627,Operation Dumbo Drop,1995,29,31,USA
628,Das Versprechen,1995,83,74,Germany
629,Mrs. Winterbourne,1996,6,60,USA
630,Solo,1996,3,25,Mexico
631,Etz Hadomim Tafus,1995,100,0,Israel
632,The Substitute,1996,38,44,USA
633,True Crime,1999,52,51,USA
634,Butterfly Kiss,1995,76,55,UK
635,Feeling Minnesota,1996,15,30,USA
636,Delta of Venus,1995,0,0,USA
637,Daens,1992,0,0,Belgium
638,Face/Off,1997,93,81,USA
639,Boy A,2007,89,84,UK
640,Galaxy Quest,1999,89,67,USA
641,Così fan tutte,1992,0,0,Italy
642,Sunset Park,1996,12,78,USA
643,Mulholland Falls,1996,31,40,USA
644,The Truth About Cats & Dogs,1996,83,55,USA
645,Oliver & Company,1988,42,65,USA
646,Celtic Pride,1996,8,30,USA
647,Flipper,1996,29,44,USA
648,La captive,2000,70,47,France
649,Of Love and Shadows,1994,20,0,Argentina
650,Dead Man,1995,69,86,USA
651,Le hussard sur le toit,1995,65,77,France
652,The Jezebels,1975,52,69,USA
653,Boca a boca,1995,33,56,Spain
654,Les visiteurs,1993,36,74,France
655,Multiplicity,1996,44,43,USA
656,The Haunted World of Edward D. Wood Jr.,1995,100,0,USA
657,The Craft,1996,44,67,USA
658,The Great White Hype,1996,45,32,USA
659,Save the Last Dance,2001,0,0,USA
660,War Stories,2003,0,0,USA
661,Cold Comfort Farm,1995,83,79,UK
662,Heaven's Prisoners,1996,15,25,USA
663,The Rock,1996,65,85,USA
664,Getting Away with Murder,1996,0,29,UK
665,Dellamorte Dellamore,1994,61,78,Italy
666,Twister,1996,57,62,USA
667,Le garçu,1995,0,0,France
668,Kôkaku kidôtai,1995,93,87,Japan
669,Thinner,1996,17,40,USA
670,Spy Hard,1996,6,37,USA
671,Brothers in Trouble,1995,100,0,UK
672,Wallace and Gromit in A Close Shave,1995,100,0,UK
673,Force of Evil,1948,100,74,USA
674,The Stupids,1996,21,35,UK
675,The Arrival,1996,66,41,USA
